sentence,gold,predicted,gold_rank,error_type,predicted_score,gold_score
"“There are some monks who just love Russian money,” he said with a sigh.",he,Russian money,2,OTHER,0.5116797882994998,0.48057968108903726
"Los Angeles is the homeless capital of America, and years ago, Morrison formed a coalition of private and public sector partners to work together to help get people off the street.",Morrison,Morrison,1,CORRECT,0.6347869493178249,0.6347869493178249
Barnaby Joyce dodges questions about who profited from water buyback in combative interview,Barnaby Joyce,Barnaby Joyce,1,CORRECT,0.7765398145719086,0.7765398145719086
"GetSet family support workers, she says, have helped her care for two autistic children and provided assistance after her attempts to navigate the universal credit maze resulted in the family running out of money.",she,GetSet,3,OTHER,0.7927406659560803,0.39016350965029195
"The group’s leader, James Goddard – whose use of the word “traitor” is the same term used by members of the far right to describe the murdered Labour MP Jo Cox – filmed himself calling Soubry a “disgrace to the country” because of her tenacious campaigning for a people’s vote.",himself,the murdered Labour MP Jo Cox,19,OTHER,0.9761592954753641,0.15611263853668284
"Jeremy Corbyn and several other Westminster party leaders met the Swedish environmental protester Greta Thunberg at parliament, with a symbolic place left at the table for the absent Theresa May.
Thunberg, who came to London to speak at the Extinction Rebellion environmental protests, and was due to address activists at Parliament Square later on Tuesday, met Corbyn, the Liberal Democrat leader, Vince Cable, Green MP Caroline Lucas and the Westminster leaders of the SNP and Plaid Cymru, Ian Blackford and Liz Saville Roberts.",Corbyn,"Greta Thunberg at parliament, with a symbolic place left at the table for the absent Theresa May",8,OTHER,0.9999700091381015,0.5377437160819205
"Dr Sarah Wollaston said she agreed with Stevens’ contradiction of May’s claim last Sunday that the NHS had been given “more funding” than it required up to 2020.
May’s comments to Sky News were repeatedly dismissed by Stevens when he appeared before the public accounts committee on Wednesday, showing the extent of divisions between himself and the prime minister.",Dr Sarah Wollaston,"Stevens when he appeared before the public accounts committee on Wednesday, showing the extent of divisions between himself and the prime minister",6,OTHER,0.999967587942543,0.6259901604234493
Harris is one of several prominent Democrats who have already announced their candidacy for the White House.,Harris,Harris,1,CORRECT,0.8718899653501962,0.8718899653501962
"Sarah Gill, Suman Ali – aka Acid Survivor – and Khadija Siddiqi represent a growing movement using the internet to demand justice for the shocking crimes they have suffered.",Siddiqi,Sarah Gill,14,NER_VS_SUBSPAN,0.8251853596795928,0.22179576505004653
"‘I didn’t want to be a victim’
Like Gill, 20-year-old undergraduate Suman Ali has used social media to take control of her selfhood.",Gill,Gill,1,CORRECT,0.8706522543063636,0.8706522543063636
"Pyongyang official news agency says leaders ‘agreed to keep in close touch in future’
North Korea has described the weekend meeting between its leader Kim Jong-un and Donald Trump as “historic” and “amazing”.",Trump,Kim Jong-un,12,NER_VS_SUBSPAN,0.6555296080228407,0.22665894294305852
"He aims to force these soldiers’ hand by offering them a hard choice: follow their orders and deny fellow Venezuelans much-needed food and medicines, or disobey Maduro publicly.",Maduro,He,2,OTHER,0.8192373930932412,0.7639546631536105
"He aims to force these soldiers’ hand by offering them a hard choice: follow their orders and deny fellow Venezuelans much-needed food and medicines, or disobey Maduro publicly.",He,He,1,CORRECT,0.8192373930932412,0.8192373930932412
"John McDonnell, the Labour shadow chancellor, is in discussions with the distinguished economist Lord Skidelsky about an independent inquiry into cutting the working week, possibly from the traditional five days to four.",Skidelsky,"Skidelsky about an independent inquiry into cutting the working week, possibly from the traditional five days to four",4,LARGER_SPAN,0.9998946998400345,0.6609538670983988
"Thursday
“I’m not an Albany insider like Governor Cuomo,” said Cynthia Nixon on Wednesday night, “but experience doesn’t mean that much if you’re not actually good at governing.”",Cuomo,Cuomo,1,CORRECT,0.8359733483763414,0.8359733483763414
I imagine Vladimir Putin and his henchmen view turncoat spies such as Skripal as “enemies of the state” wherever they live.,Skripal,Vladimir Putin,3,OTHER,0.6524218406041459,0.5603930390422975
"Lanier still hated school, but developed a passion for music, and for technology.",Lanier,Lanier,1,CORRECT,0.8205643380183432,0.8205643380183432
"Now, in a new memoir-cum-manifesto, Jaron Lanier recounts his sad, unusual childhood and calls for a re-evaluation of our ties with the digital environment
Jaron Lanier has written a book about virtual reality, a phrase he coined and a concept he did much to invent.",he,"Jaron Lanier has written a book about virtual reality, a phrase he coined and a concept he did much to invent",8,LARGER_SPAN,0.9999999260931148,0.301558633054134
"Largely driving that growth is an influx of educated, professional black Americans like Williams for whom Atlanta has become something of a mecca.",Williams,Williams,1,CORRECT,0.7389330234860958,0.7389330234860958
"He pointed to a “unique set of anomalies”, including the claims that Ayling went shoe shopping with Herba’s brother and had breakfast with him before her release.",He,Herba,2,OTHER,0.869870514880051,0.8198395778741158
She also targeted activists who used social media to get their message across.,She,She,1,CORRECT,0.8028926465004672,0.8028926465004672
"In his rooftop office at Leigh Day, Day radiates an aura of uncoiled relief.",his,Day,4,OTHER,0.7573223204717469,0.4091273968133205
"“A lot of well-informed people I know hate Julian Assange for reasons of character, and what I think is that I have no idea about his character and nor do I think it is important,” he said.",Julian Assange,Julian Assange,1,CORRECT,0.594555808608144,0.594555808608144
"“A lot of well-informed people I know hate Julian Assange for reasons of character, and what I think is that I have no idea about his character and nor do I think it is important,” he said.",character,Julian Assange,14,OTHER,0.594555808608144,0.1558134558277586
"We consider other furry – or shelled – veterans of British living rooms
A minute’s silence, please, to mark the passing of George, 44, thought to have been Britain’s oldest goldfish.",George,We,2,OTHER,0.8190584213923114,0.7781852020123091
Hats off to Paul Ehrlich but shame on the human race.,Paul Ehrlich,Paul Ehrlich,1,CORRECT,0.8224079603431608,0.8224079603431608
"Alan Mitcham
Cologne, Germany
• It is depressing to see the Guardian recycling Paul Ehrlich’s discredited views.",Paul Ehrlich,Alan Mitcham,9,NER_VS_SUBSPAN,0.789023381071374,0.41430117118837473
He continues to enjoy the significant long-term cardiac and overall health benefits that come from a lifetime of abstinence from tobacco and alcohol.,He,He,1,CORRECT,0.8204579088387197,0.8204579088387197
"Lara Trump responded to claims the Trumps were trying to buy Manigault Newman’s silence with a sad statement about how “[w]oman to woman, I shared a connection with Omarosa”.",Manigault Newman,"Manigault Newman’s silence with a sad statement about how “[w]oman to woman, I shared a connection with Omarosa”",5,LARGER_SPAN,0.9999543841748707,0.6949010332803823
The mounting evidence places him increasingly at the center of campaign finance violations that have already led to prison time for Cohen.,Cohen,Cohen,1,CORRECT,0.7727525952194245,0.7727525952194245
The mounting evidence places him increasingly at the center of campaign finance violations that have already led to prison time for Cohen.,him,Cohen,2,OTHER,0.7727525952194245,0.4045210769261192
"But after a career littered with lies, casual racism, affairs and fantasy bridges, is Johnson really cut out to be PM?",Johnson,Johnson,1,CORRECT,0.7893843951955785,0.7893843951955785
"She later emigrated with a nurse friend to Canada, where she met and married Al Hipperson, and raised their family of four sons and a daughter.",She,"Al Hipperson, and raised their family of four sons and a daughter",2,OTHER,0.999490408499721,0.791903096698388
The Brexiter right see Hammond as faithless to the cause.,Hammond,Hammond,1,CORRECT,0.8492619289302438,0.8492619289302438
"Hogan also told the paper he wanted to focus on his role with the National Governors Association, a bipartisan group which he will chair beginning in July.",Hogan,Hogan,1,CORRECT,0.8848854552907969,0.8848854552907969
"Facebook Twitter Pinterest Derek Hatton, right, at the 1985 Labour party conference with Peter Taaffe, editor of the newspaper Militant.",Derek Hatton,Derek Hatton,1,CORRECT,0.7153501877636821,0.7153501877636821
"A corrupt dictator to some and a misunderstood hero to others, Fujimori had been serving a 25-year sentence for graft and human rights crimes during his 1990-2000 rightwing populist government.",Fujimori,Fujimori,1,CORRECT,0.6302450913054818,0.6302450913054818
"You could disagree with her, politically, but to this day I have never met anyone who didn’t like her.",her,You,2,OTHER,0.797259466345011,0.418969614164884
"On Friday, Sams followed his response to Stewart’s Stalin tweet with a mocked-up picture in which Kaine, as Union general Ulysses S Grant, shook hands with Stewart as the defeated Confederate, Robert E Lee.",Stewart,"Stewart’s Stalin tweet with a mocked-up picture in which Kaine, as Union general Ulysses S Grant",8,LARGER_SPAN,0.9998541421693837,0.7176400740758493
"President’s son or not, as the former first daughter said in her tweet, he deserves to be a child.",he,President,3,OTHER,0.6690078330619138,0.4531993104788946
"Torres isn’t sure why, but her ballot never made it to election officials.",Torres,Torres,1,CORRECT,0.717696279912636,0.717696279912636
"The indictment alleges Stone spoke “to senior Trump Campaign officials” about WikiLeaks and “information it might have had that would be damaging” to the campaign of Trump’s Democratic rival, Hillary Clinton, in the summer before the election.",Stone,Stone,1,CORRECT,0.7654488110924966,0.7654488110924966
While Trump may enjoy that it makes him look like a fool in the eyes of any intelligent person.,him,Trump,3,OTHER,0.8628735001979682,0.42023444814384997
"Though I am vehemently for abortion rights myself, it haunts me to know we may soon have a Supreme Court justice who believes Claire and others with intellectual disabilities don’t deserve to be asked whether or not they want to have an abortion.",Claire,Claire,1,CORRECT,0.7602689807317276,0.7602689807317276
The Bidens had already been fostering Major for the shelter and decided to adopt him permanently.,The Bidens,Major,3,OTHER,0.6735351875735027,0.621787715745965
"Mueller doesn’t care what Trump thinks, he cares about what Trump did.",Mueller,"Trump thinks, he cares about what Trump did",4,OTHER,0.9912991073735605,0.8035525993306932
"Mueller doesn’t care what Trump thinks, he cares about what Trump did.",Trump,"Trump thinks, he cares about what Trump did",2,LARGER_SPAN,0.9912991073735605,0.875153259024672
Making America great again wasn’t good enough for Donald Trump.,Donald Trump,Donald Trump,1,CORRECT,0.7518364805137134,0.7518364805137134
"In 2005, state air pollution regulators accused Wheeler of abusing his power to bully and intimidate them after their nonpartisan association came out against an anti-climate bill that his then-boss, Inhofe, had sponsored.",Wheeler,Wheeler,1,CORRECT,0.7692389310169725,0.7692389310169725
"Nearly a half-century later, as a place to begin, his prescription remains apt.",his,his,1,CORRECT,0.4071418813362027,0.4071418813362027
"In his 1968 sermon “The Drum Major Instinct,” Dr. King talked about his interaction with white prison guards during a night in jail.",Dr. King,his 1968 sermon “The Drum Major Instinct,3,OTHER,0.9781365410052492,0.8168254452551905
But one thing to know about Dr. King is that he didn’t shame or dismiss the frustrations of black people that erupted in unrest.,King,King,1,CORRECT,0.8721298137144191,0.8721298137144191
"President Donald Trump also weighed in with a tweet backing Scott on Thursday night, saying there was “another big corruption scandal” in Broward County.",Thursday,"Donald Trump also weighed in with a tweet backing Scott on Thursday night, saying there was “another big corruption scandal” in Broward County",10,LARGER_SPAN,0.9999998906918031,0.20835560606541684
"He has been recipient of several fellowships and scholarships including from Oxford University, Annenberg, University of California Santa Barbara, Fulbright program, to name few He is regularly quoted and invited to speak on national and international outlets including CNN, BBC World TV and Radio, ABC, Aljazeera English, Fox News, CTV, RT, CCTV America, Skynews, CTV, and France 24 International, to name a few. .",CNN,He,18,OTHER,0.8154726570631684,0.1913805850968248
"He has been recipient of several fellowships and scholarships including from Oxford University, Annenberg, University of California Santa Barbara, Fulbright program, to name few He is regularly quoted and invited to speak on national and international outlets including CNN, BBC World TV and Radio, ABC, Aljazeera English, Fox News, CTV, RT, CCTV America, Skynews, CTV, and France 24 International, to name a few. .",He,He,1,CORRECT,0.8154726570631684,0.8154726570631684
"On Fox News on Thursday, Hunter denied that he personally committed any wrongdoing and said his wife handled his family’s finances and campaign.",Fox News,Hunter,2,OTHER,0.8234621552273355,0.771627744765488
Ms. Hadley is an innocent victim of a diabolical scheme.”,Hadley,Ms. Hadley,2,LARGER_SPAN,0.8666956175925503,0.8632640431285724
"Diaz was arrested Jan. 6 in Phoenix and was charged with two felony counts each of kidnapping (linked to false reports that landed Hadley in jail) and false imprisonment by menace, fraud or deceit, one felony count of perjury, one felony count of grand theft and two felony counts of forgery, among a number of other charges, according to the Orange County district attorney’s office.",Diaz,"Hadley in jail) and false imprisonment by menace, fraud or deceit",2,OTHER,0.9879939038225712,0.8972424796270411
“Senator Heller does as many telephone town halls as possible because it provides him with the opportunity to gather feedback from all Nevadans ― we do not screen callers or questions.”,Senator Heller,Heller,3,SMALLER_SPAN,0.8221007603558826,0.4309975535905945
"As the night wore on, Harvey and Kandice Child, one of the Church of Safe Injection’s founding members, tag-teamed the slow stream of people picking up supplies, asking them to like the church on Facebook and offering up their services for helping return used needles for disposal.",Harvey,Harvey and Kandice Child,10,LARGER_SPAN,0.8736935066787856,0.2584742656898888
"Following the firing of McCabe, former CIA chief John Brennan said Trump would be remembered in history as a “disgraced demagogue.”",Trump,former CIA chief John Brennan,2,OTHER,0.929646959137949,0.8418753446633795
"Andrew McCabe FIRED, a great day for the hard working men and women of the FBI - A great day for Democracy.",McCabe,the hard working men,8,OTHER,0.7398844598258781,0.297559441116587
"In his interview with Starnes, Gohmert characterized the migrant group as full of violent “gangbangers” and said he had faith that Trump would prevent the group from entering the U.S.",Trump,Gohmert,2,OTHER,0.7836727481598648,0.7221387660071176
"He adds, ""We’re hoping that in a decade or so, this will become mainstream.”",He,He,1,CORRECT,0.8277307063982414,0.8277307063982414
Pope Francis Offers Partial Apology To Clergy Sex Abuse Victims After Demand For 'Proof',Francis,Francis Offers,10,LARGER_SPAN,0.6940384034532622,0.2740131269356896
They are Senators Jeff Flake of Arizona and Bob Corker of Tennessee.,Flake,Flake of Arizona and Bob Corker,10,LARGER_SPAN,0.9439823321815147,0.3645397081980847
Trump Made Kim Jong Un A Fake Movie Trailer,Kim Jong Un,Trump Made Kim Jong Un,4,LARGER_SPAN,0.9989990690391596,0.6426815324828192
"The king of the Nazi trolls was in the supermarket, and he seemed nervous.",he,The king,3,LARGER_SPAN,0.7194046495167633,0.478465856548258
"But disabled people are both frequently left out developing emergency preparation plans and not made aware of the ones that are put in place, Ramirez said.",Ramirez,Ramirez,1,CORRECT,0.7482545860111988,0.7482545860111988
"“We need another senator we can be proud of, who will vote the issues, who will vote his mind … and that’s Phil Bredesen,” he said.",Phil Bredesen,We,10,OTHER,0.6491921373461638,0.3852458329357016
"Nonetheless, Jackson consolidated enough heft among Southern blacks and disillusioned whites to win contests in Louisiana, Mississippi and South Carolina during his 1984 bid.",Jackson,"Jackson consolidated enough heft among Southern blacks and disillusioned whites to win contests in Louisiana, Mississippi and South Carolina during his 1984 bid",2,LARGER_SPAN,0.9999947769545889,0.7925202394127641
"McCrae Dowless, an operative working on Harris’ behalf, is accused of paying people to collect completed absentee ballots from voters ― something that violates North Carolina law.",North Carolina,Harris,5,OTHER,0.9082266196799458,0.2699260637155307
"McCrae Dowless, an operative working on Harris’ behalf, is accused of paying people to collect completed absentee ballots from voters ― something that violates North Carolina law.",Harris,Harris,1,CORRECT,0.9082266196799458,0.9082266196799458
DeVos first told Murphy that the 1982 Supreme Court decision in Plyler v.,Murphy,Murphy,1,CORRECT,0.8521720083416964,0.8521720083416964
"Trump has been assailed by Democratic and GOP lawmakers for a disastrous press conference with Russian President Vladimir Putin in Helsinki, in which he gave credence to Putin’s denials that Russia intervened in the 2016 election.",Russian President Vladimir Putin,Putin,12,SMALLER_SPAN,0.8884899010096678,0.20853818868634824
"Trump has been assailed by Democratic and GOP lawmakers for a disastrous press conference with Russian President Vladimir Putin in Helsinki, in which he gave credence to Putin’s denials that Russia intervened in the 2016 election.",Trump,Putin,2,OTHER,0.8884899010096678,0.8218491794157617
"Aparicio is only the second Mexican woman to be nominated for an Oscar for Best Actress, per the Times ― following Salma Hayek in the 2002 film “Frida,” about Mexican painter Frida Kahlo.",Aparicio,only the second Mexican woman,3,OTHER,0.9128175550799852,0.8089510226916038
"NurPhoto via Getty Images
Jacobs terms Trump an “enabler’ of far-right rhetoric,” citing his first-hand knowledge of the president.",Trump,"Trump an “enabler’ of far-right rhetoric,” citing his first-hand knowledge of the president",2,LARGER_SPAN,0.9864429019718589,0.8481872623807722
Claire McCaskill (D-Mo.) and Joe Donnelly (D-Ind.) played into Trump’s anti-immigrant rhetoric: Both said they were concerned about the caravan of migrants and supported Trump’s wall on the border.,Trump,Trump,1,CORRECT,0.8740375413693326,0.8740375413693326
"In a resignation letter Wednesday, which Clement shared with HuffPost, he blasts Interior Secretary Ryan Zinke and President Donald Trump for their “poor leadership.”",Zinke,Clement,13,NER_VS_SUBSPAN,0.7834095721005074,0.27352415713593026
"“As I told Jared days ago, I have full confidence in his ability to continue performing his duties in his foreign policy portfolio including overseeing our Israeli-Palestinian peace effort and serving as an integral part of our relationship with Mexico,” Kelly said in a statement.",Kelly,Kelly,1,CORRECT,0.7153583210885168,0.7153583210885168
"North Korean officials gave CIA Director Mike Pompeo assurances that the summit between Trump and Kim could be linked to the release of the U.S. citizens, the Journal reported, citing “people briefed on the meeting.”",CIA Director Mike Pompeo,"Trump and Kim could be linked to the release of the U.S. citizens, the Journal reported",5,OTHER,0.9999867363450605,0.8039526203699209
"Last year, he teamed up with the global advocacy group Shape History for “Trans Youth,” featuring 10 British activists reflecting on the stigma they regularly experience because of their gender identity.",he,Shape History,2,OTHER,0.627012190040009,0.4512260583683298
Kahlil began to learn English and a whole new world of artistic influences began to inspire him.,Kahlil,English and a whole new world,2,COORDINATION_ERROR,0.972918476501186,0.6959724395503389
"In Jesus, Kahlil saw an all-embracing figure, and he was enraptured by his character.",Kahlil,Jesus,3,OTHER,0.866106784279945,0.6413767258712448
"If he fails that test, he’s failing the presidency, he’s failing the American people, he’s failing the Constitution and failing all of us.”",he,he,1,CORRECT,0.6545765771351674,0.6545765771351674
"“[The commission] will not be a cure for the problem, but it will go a long way towards holding those who abuse their powers accountable, and towards deterring those who may be tempted to break the rules,” wrote John Raphling, a senior researcher at Human Rights Watch, in a letter to Cuomo in support of the commission.",it,"John Raphling, a senior researcher at Human Rights Watch",4,OTHER,0.8758872874068567,0.40897637931436515
"Our selected president Donald Trump isn't only delusional, but his behavior also demonstrates the man chosen, not by Americans but by the outmoded Electoral College, has no inhibitions about shameful conduct.",Donald Trump,"Donald Trump isn't only delusional, but his behavior also demonstrates the man chosen",3,LARGER_SPAN,0.9915529377690744,0.6878996931329592
"Our selected president Donald Trump isn't only delusional, but his behavior also demonstrates the man chosen, not by Americans but by the outmoded Electoral College, has no inhibitions about shameful conduct.",Our,"Donald Trump isn't only delusional, but his behavior also demonstrates the man chosen",2,OTHER,0.9915529377690744,0.7697544153224507
"As Pride 2016 rolled around, I was still in my own bubble of idealism thanks to the idealism of Obama and my support for Hillary Clinton.",Obama,Obama,1,CORRECT,0.832726523581386,0.832726523581386
An embarrassing tweet from Sarah Huckabee Sanders has reemerged just in time for the bombshell revelation that President Donald Trump was the target of an FBI probe.,Sarah Huckabee Sanders,Donald Trump,2,OTHER,0.6543390566197109,0.44876421277672673
An embarrassing tweet from Sarah Huckabee Sanders has reemerged just in time for the bombshell revelation that President Donald Trump was the target of an FBI probe.,President Donald Trump,Donald Trump,3,SMALLER_SPAN,0.6543390566197109,0.37001944910700824
"Shafer has been helping at a shelter for those who have been displaced as he works to track down his students, who are spread out between shelters, tents, trailers and houses of family members and friends in other communities.",Shafer,Shafer,1,CORRECT,0.6727913722679563,0.6727913722679563
"Earlier this year, Trump initially denied knowledge of the payment to Daniels, but later admitted Cohen “represented him in this crazy Stormy Daniels deal,” making it more difficult for him to distance himself from Cohen.",Trump,"Cohen “represented him in this crazy Stormy Daniels deal,” making it more difficult for him to distance himself from Cohen",3,OTHER,0.9999956135899896,0.7694061464970715
She was responding to conservative commentator Charlie Sykes’ belief that Trump really doesn’t want a “deal ... or the wall.,She,Charlie Sykes,2,OTHER,0.8291962465661723,0.7939571385784686
Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,Kris Kobach,They,4,OTHER,0.7141100572556991,0.5611569668236482
Why Kris Kobach Was Found In Contempt For Not Clarifying To People That They Could Vote,Kobach,They,6,OTHER,0.7141100572556991,0.30904118614407416
"A number of them communicate with each other via online support groups for survivors of fundamentalist schools, including Bishop.",Bishop,Bishop,1,CORRECT,0.650443019489144,0.650443019489144
"“What we know is that Stephen Paddock is a man who spent decades acquiring weapons and ammo and living a secret life, much of which will never be fully understood,” Clark County Sheriff Joseph Lombardo told reporters during an evening news conference.",Stephen Paddock,What,2,OTHER,0.5478589338188058,0.5393432369643423
"Of course, we might also add, in addition to Steele’s decades-long history of trustworthiness and professionalism, that no one in the U.S. media has supplied for its American audience previous examples of meticulously detailed, 35-page intelligence memos written by an intelligence agent with a strong reputation and excellent sources that turned out to be—as Mitchell was suggesting of Steele’s work—entirely false and malevolently salacious.",U.S.,Mitchell,12,OTHER,0.4512967706495577,0.13843465795721616
"Of course, we might also add, in addition to Steele’s decades-long history of trustworthiness and professionalism, that no one in the U.S. media has supplied for its American audience previous examples of meticulously detailed, 35-page intelligence memos written by an intelligence agent with a strong reputation and excellent sources that turned out to be—as Mitchell was suggesting of Steele’s work—entirely false and malevolently salacious.",Steele,Mitchell,3,NER_VS_SUBSPAN,0.4512967706495577,0.4149581319721043
"But his own words of years past lingered in the air, as acrid as smoke.",his,But his own words,2,LARGER_SPAN,0.976996825794273,0.41207647316812757
"“Freshwater is going to become, and it’s quickly becoming, the most important resource in the world,” El-Sayed told HuffPost.",El-Sayed,it,2,OTHER,0.6526944552824858,0.64997071041586
"#justthebegininng — Bill Pruitt (@billpruitt) October 8, 2016
In Monday’s interview, Manigault Newman also introduced new audio that she’d recorded while sitting in on meetings with the president and other White House staff last year.",Manigault Newman,"justthebegininng — Bill Pruitt (@billpruitt) October 8, 2016
In Monday’s interview",9,OTHER,0.7434837604932047,0.45056925198121195
"Further calling into question Mr. Hariri’s independence, were reports that Khalid al-Tuwaijri, the head of late King Abdullah’s court, who was among scores of princes, officials and businessmen arrested earlier this month on corruption charges in a sweeping purge, had illicitly paid the Hariri family company $9 billion.",Mr. Hariri,Hariri,3,SMALLER_SPAN,0.9021005899429475,0.8193626538514287
"But instead of the promised Trump pivot away from his bullying, bombastic nature toward a more presidential demeanor, it is the Republican Party en masse that has pivoted.",the Republican Party,"Trump pivot away from his bullying, bombastic nature toward a more presidential demeanor",7,OTHER,0.9955085980610624,0.2725065867609963
"But instead of the promised Trump pivot away from his bullying, bombastic nature toward a more presidential demeanor, it is the Republican Party en masse that has pivoted.",Trump,"Trump pivot away from his bullying, bombastic nature toward a more presidential demeanor",2,LARGER_SPAN,0.9955085980610624,0.8439495423732647
"Robert Mercer Sells Stake In Breitbart News, Recants Support For Milo Yiannopoulos",Milo Yiannopoulos,Robert Mercer Sells Stake,13,OTHER,0.9092189953271611,0.261793361802451
"That night, in the back row of a theater a few blocks from the state capitol, I watched the first U.S. screening of Moore’s latest movie, SiCKO.",Moore,Moore,1,CORRECT,0.8975623971293019,0.8975623971293019
"McCarthy continued to question Mueller’s investigation until Bash confronted him for parroting “talking points,” asking him again whether he’s concerned that the White House “lied.”",Bash,Bash,1,CORRECT,0.8568562096319409,0.8568562096319409
“He is outspoken and passionate and that’s what makes him one of the greatest teachers that Riverdale has.”,He,Riverdale,2,OTHER,0.7332214124596321,0.652351124455788
“He is outspoken and passionate and that’s what makes him one of the greatest teachers that Riverdale has.”,Riverdale,Riverdale,1,CORRECT,0.7332214124596321,0.7332214124596321
"The National Review published an editorial entitled ""Roy Moore Should Drop Out,"" a position supported by a spate of articles by its writers.",Roy Moore,Roy Moore Should Drop Out,3,LARGER_SPAN,0.9217035350412185,0.35920460709182434
Collins was arrested and later convicted of possessing stolen property.,Collins,Collins,1,CORRECT,0.8667858374371241,0.8667858374371241
"In 2014, he falsely accused a New York Times reporter of posing for Playgirl.",he,New York Times,4,OTHER,0.7816911446574786,0.4741624890663949
"He maintains that former President Barack Obama is “clearly gay,” and described Eric Garner, the unarmed black man who died in a New York police chokehold, as a “street thug.”",He,"Eric Garner, the unarmed black man who died in a New York police chokehold",3,LARGER_SPAN,0.9999531956588927,0.8193118046761615
Susan Bro Wants To Shift The Focus From Heather Heyer’s Death To Racial Injustice,Heather,Susan Bro Wants,10,NER_VS_SUBSPAN,0.8604136876344566,0.27867898738627345
"“Alaskans have Lisa Murkowski to thank:” Anchorage rally praises senator for votes against repealing Obamacare https://t.co/keRg53Osqr pic.twitter.com/wf0KZzYcKI — KTVA 11 News (@ktva) July 29, 2017
Among the attendees were some Democrats who had not typically supported Murkowski but said they wanted to show her their gratitude for her role in the health care debate.",her,KTVA 11 News,12,OTHER,0.6375399074507244,0.19303150430012958
"The proposed town halls sounded doubly ironic because they implied Cosby to be a truth teller who has been wronged and should be believed, instead of the many women who made allegations against him and whom such sanctimonious forums threatened to further discredit.",him,The proposed town halls,6,OTHER,0.8498353535121267,0.277254318726316
"The proposed town halls sounded doubly ironic because they implied Cosby to be a truth teller who has been wronged and should be believed, instead of the many women who made allegations against him and whom such sanctimonious forums threatened to further discredit.",Cosby,The proposed town halls,2,OTHER,0.8498353535121267,0.8191484247564236
"Others ― like Lucy Hicks Anderson, Marsha P. Johnson and Miss Major Garcy-Griffin ― put their lives on the line by advocating for the freedoms we have today and serve as examples of strength in spite of oppressive climates.",Anderson,Garcy,15,NER_VS_SUBSPAN,0.6923586717025958,0.19407304265203482
"Everybody, that is, except for Brassner.",Brassner,Everybody,2,OTHER,0.7017999210008055,0.6174017790622135
A command staff whose images present decent human beings that Sheriff Richard Jones has placed in extreme peril with his bravado unquenchable addiction for media attention.,Richard Jones,Richard Jones,1,CORRECT,0.6331424416285536,0.6331424416285536
"Stefan Ritter, who served as executive secretary of the Georgia State Ethics Commission since 2015, was placed on paid leave in January after several staffers filed complaints against him.",Ritter,"Stefan Ritter, who served as executive secretary of the Georgia State Ethics Commission since 2015",7,LARGER_SPAN,0.9995880181361282,0.27639725119626635
"“As you may have heard, last night, the president of the United States went after me on Twitter,” Fallon began.",Fallon,Twitter,2,OTHER,0.7939066058916912,0.6057154956854467
"Sessions has not demonstrated a commitment to a central requirement of the job ― to aggressively pursue the congressional mandate of civil rights, equal rights, and justice for all,” Booker said.",Sessions,Booker,2,OTHER,0.7460938324676342,0.5871822039540111
"I don’t care if he’ll admit it or not, he knows that Donald J. Trump is a really bad character, an awful role model for his kids, the worst example of how America creates and protects this class of robber barons.",Donald J. Trump,"Donald J. Trump is a really bad character, an awful role model for his kids",2,LARGER_SPAN,0.9999909260574499,0.722217237210231
"I don’t care if he’ll admit it or not, he knows that Donald J. Trump is a really bad character, an awful role model for his kids, the worst example of how America creates and protects this class of robber barons.",he,"Donald J. Trump is a really bad character, an awful role model for his kids",3,OTHER,0.9999909260574499,0.6501621214234675
"Photo
Mr. Trump has barely paid lip service to the promotion of universal human rights, and experts say his warm embrace of hard-line leaders like President Rodrigo Duterte of the Philippines, whose antidrug drive has killed thousands of his own citizens without due process, has only encouraged their worst excesses.",Mr. Trump,"Rodrigo Duterte of the Philippines, whose antidrug drive has killed thousands of his own citizens without due process",3,OTHER,0.9998182055486414,0.7231307855469692
Mr. Netanyahu is almost certain to try to persuade his coalition partners to pass a law granting him immunity from prosecution.,Mr. Netanyahu,Netanyahu,2,SMALLER_SPAN,0.7424204278634116,0.7211926711312139
"But while Mr. Kim might be eccentric, he has repeatedly proven himself to be rational.",Mr. Kim,"Kim might be eccentric, he has repeatedly proven himself to be rational",3,OTHER,0.9996273510330503,0.8658267129694261
"PARIS — When Carlos Ghosn was arrested on his private jet in Japan last month on charges of violating the nation’s financial reporting laws, Nissan promptly removed him as its chairman.",Carlos Ghosn,Carlos Ghosn,1,CORRECT,0.7000436527555487,0.7000436527555487
"Truth, fantasy and deceit slosh together with Mr. Trump.",Mr. Trump,Trump,2,SMALLER_SPAN,0.8531768762433269,0.8203390584247277
Maria Butina surrounded herself with prominent American conservatives and dubious characters bent on making a fast buck.,Maria Butina,Maria Butina,1,CORRECT,0.7843587800434085,0.7843587800434085
"The New York Times will stream Mr. Mueller’s testimony, and our reporters will provide live context and analysis.",Mr. Mueller,The New York Times,4,OTHER,0.9756830444330661,0.8338926544705457
"Ms. Cramer’s 2016 book “The Politics of Resentment” addresses how powerful rural identity was to voters in Wisconsin, who believed their communities were disrespected, ignored and seldom given their fair share of resources — and that city dwellers were to blame.",Ms. Cramer,Ms. Cramer’s 2016 book,2,LARGER_SPAN,0.8969699238587988,0.7564519241304348
